erp_system,source_account,source_account_name,source_account_type,source_normal_balance,group_account,mapping_type,mapping_rule,effective_from,effective_to,notes
SABLE,30000,Member Capital,EQUITY,C,310100,DIRECT,,2021-03-01,,"Sable entities are LLCs. Member capital maps to the group common stock caption."
SABLE,30100,Contributed Capital,EQUITY,C,310200,DIRECT,,2021-03-01,,
SABLE,31000,Retained Earnings,EQUITY,C,320100,DIRECT,,2021-03-01,,
SABLE,31500,Member Distributions,EQUITY,D,320300,DIRECT,,2021-03-01,,
SABLE,32000,Translation Adjustment,EQUITY,C,330100,DIRECT,,2021-03-01,,
SABLE,40100,Service Revenue - T&M,REVENUE,C,420100,DIRECT,,2021-03-01,,
SABLE,40200,Service Revenue - Fixed Price,REVENUE,C,420100,MERGE,,2021-03-01,,
SABLE,40300,Maintenance Agreement Revenue,REVENUE,C,420200,DIRECT,,2021-03-01,,
SABLE,40400,Turnaround Revenue,REVENUE,C,420300,DIRECT,,2021-03-01,,
SABLE,40500,Project Revenue - POC,REVENUE,C,425100,DIRECT,,2022-09-01,,"Vector entities only. Cost-to-cost percentage of completion."
SABLE,40600,Project Revenue - Completed Contract,REVENUE,C,425200,DIRECT,,2022-09-01,,
SABLE,40700,Equipment Sales,REVENUE,C,410100,DIRECT,,2022-09-01,,
SABLE,40800,Parts Resale Revenue,REVENUE,C,410200,DIRECT,,2021-03-01,,
SABLE,40900,Reimbursable Revenue,REVENUE,C,430100,SPLIT,"reimbursable_type = 'FREIGHT' -> 430100; else 435100",2021-03-01,,"Sable nets freight, per diem and travel recharges into one reimbursables account. Only the freight element belongs in the group freight caption."
SABLE,41500,Credits and Allowances,REVENUE,D,440100,DIRECT,,2021-03-01,,
SABLE,49000,Intercompany Service Revenue,REVENUE,C,490200,DIRECT,REQUIRES_PARTNER,2021-03-01,,
SABLE,49100,Intercompany Equipment Revenue,REVENUE,C,490100,DIRECT,REQUIRES_PARTNER,2022-09-01,,
SABLE,50100,Job Cost - Labor,COGS,D,515200,DIRECT,,2021-03-01,,"Sable carries a proper job-cost structure, so direct labour is separable at the account level -- unlike Aurora."
SABLE,50110,Job Cost - Labor Burden,COGS,D,515300,DIRECT,,2021-03-01,,
SABLE,50200,Job Cost - Materials,COGS,D,510100,DIRECT,,2021-03-01,,
SABLE,50210,Job Cost - Purchased Equipment,COGS,D,510200,DIRECT,,2021-03-01,,
SABLE,50300,Job Cost - Subcontractors,COGS,D,510300,DIRECT,,2021-03-01,,
SABLE,50400,Job Cost - Equipment Rental,COGS,D,520400,DIRECT,,2021-03-01,,
SABLE,50500,Job Cost - Travel and Per Diem,COGS,D,520300,DIRECT,,2021-03-01,,
SABLE,50600,Job Cost - Freight,COGS,D,525100,DIRECT,,2021-03-01,,
SABLE,50700,Job Cost - Other Direct,COGS,D,520300,MERGE,,2021-03-01,,
SABLE,50900,Job Cost - Intercompany,COGS,D,590200,SPLIT,"partner_bu in ('FC','AM') -> 590100; else 590200",2021-03-01,,
SABLE,51000,Shop and Yard Overhead,COGS,D,520100,DIRECT,,2021-03-01,,
SABLE,51100,Field Supervision,COGS,D,520100,MERGE,,2021-03-01,,
SABLE,51200,Small Tools and Consumables,COGS,D,520300,MERGE,,2021-03-01,,
SABLE,51300,Shop Facilities,COGS,D,520200,DIRECT,,2021-03-01,,
SABLE,51900,Contract EAC Adjustment,COGS,D,535100,DIRECT,,2022-09-01,,"Estimate-at-completion true-ups. Isolated so that project margin movements are visible in the gross margin bridge."
SABLE,52000,Warranty and Rework,COGS,D,530200,DIRECT,,2021-03-01,,
SABLE,52100,Inventory Write-offs,COGS,D,530100,DIRECT,,2021-03-01,,
SABLE,60100,Salaries - Administrative,OPEX,D,610100,DIRECT,,2021-03-01,,
SABLE,60200,Benefits - Administrative,OPEX,D,610200,DIRECT,,2021-03-01,,
SABLE,60300,Payroll Taxes - Administrative,OPEX,D,610300,DIRECT,,2021-03-01,,
SABLE,60400,Incentive Compensation,OPEX,D,610400,DIRECT,,2021-03-01,,
SABLE,60500,Contract Admin Labor,OPEX,D,610600,DIRECT,,2021-03-01,,
SABLE,60600,Recruiting,OPEX,D,610700,DIRECT,,2021-03-01,,
SABLE,60700,Safety Training and Certification,OPEX,D,610800,SPLIT,"dept in (D200,D205,D215) -> 520300; else 610800",2021-03-01,,"Field safety certification is a cost of delivering service work and is absorbed into cost of sales."
SABLE,61000,Facility Rent,OPEX,D,620100,DIRECT,,2021-03-01,,
SABLE,61100,Utilities and Waste,OPEX,D,620200,DIRECT,,2021-03-01,,
SABLE,61200,Building Maintenance,OPEX,D,620300,DIRECT,,2021-03-01,,
SABLE,61300,Insurance - General,OPEX,D,620400,DIRECT,,2021-03-01,,
SABLE,62000,Professional Fees,OPEX,D,630300,SPLIT,"vendor_category = 'AUDIT' -> 630100; 'LEGAL' -> 630200; dept = D910 -> 680400; dept = D905 -> 680300; else 630300",2021-03-01,,"Sable books all professional fees to one account. Audit, legal, transformation and deal costs are separated using the vendor category on the purchase invoice. Where the vendor category is missing the line falls to consulting and is reported as a mapping exception."
SABLE,63000,Selling Expense,OPEX,D,640100,SPLIT,"expense_subtype = 'COMMISSION' -> 640300; 'TRADESHOW' -> 640200; else 640100",2021-03-01,,
SABLE,63500,Bad Debt Provision,OPEX,D,640400,DIRECT,,2021-03-01,,
SABLE,64000,Technology and Software,OPEX,D,650100,DIRECT,,2021-03-01,,
SABLE,64100,IT Support Services,OPEX,D,650200,SPLIT,"dept = D910 -> 680400; else 650200",2021-03-01,,
SABLE,64200,Communications,OPEX,D,650300,DIRECT,,2021-03-01,,
SABLE,65000,Travel and Meals,OPEX,D,660100,DIRECT,,2021-03-01,,
SABLE,65100,Company Vehicles,OPEX,D,660200,SPLIT,"dept in (D200,D205) -> 520400; else 660200",2021-03-01,,"Field crew vehicles are a delivery cost; administrative vehicles are an operating expense."
SABLE,66000,Office and Administrative,OPEX,D,670100,DIRECT,,2021-03-01,,
SABLE,66100,Banking and Merchant Fees,OPEX,D,670200,DIRECT,,2021-03-01,,
SABLE,66200,Licenses and Permits,OPEX,D,670300,DIRECT,,2021-03-01,,
SABLE,66900,Other Operating Expense,OPEX,D,670400,DIRECT,,2021-03-01,,
SABLE,68000,Restructuring Costs,OPEX,D,680100,SPLIT,"cost_type = 'FACILITY' -> 680200; else 680100",2021-03-01,,
SABLE,68200,Transaction Costs,OPEX,D,680300,DIRECT,,2021-03-01,,
SABLE,68400,Claims and Settlements,OPEX,D,680600,DIRECT,,2021-03-01,,
SABLE,69000,Management Fee - Affiliate,OPEX,D,695100,DIRECT,REQUIRES_PARTNER,2021-03-01,,
SABLE,69100,Shared Services - Affiliate,OPEX,D,695200,DIRECT,REQUIRES_PARTNER,2021-03-01,,
SABLE,70000,Depreciation,OTHER,D,710100,SPLIT,"asset_class = 'FINANCE_LEASE' -> 710200; else 710100",2021-03-01,,
SABLE,70100,Amortization of Intangibles,OTHER,D,720100,DIRECT,,2021-03-01,,
SABLE,71000,Interest Expense,OTHER,D,730100,SPLIT,"instrument_type = 'RCF' -> 730200; 'LEASE' -> 730300; 'OTHER' -> 730600; else 730100",2021-03-01,,
SABLE,71500,Loan Fee Amortization,OTHER,D,730400,DIRECT,,2021-03-01,,
SABLE,72000,Interest Income,OTHER,C,735100,DIRECT,,2021-03-01,,
SABLE,73000,Currency Gain/Loss,OTHER,D,740100,SPLIT,"revaluation_flag = TRUE -> 740200; else 740100",2021-03-01,,
SABLE,74000,Gain/Loss on Sale of Assets,OTHER,D,745100,DIRECT,,2021-03-01,,
SABLE,75000,Miscellaneous Income,OTHER,C,750100,DIRECT,,2021-03-01,,
SABLE,79000,Affiliate Interest Income,OTHER,C,795100,DIRECT,REQUIRES_PARTNER,2021-03-01,,
SABLE,79100,Affiliate Interest Expense,OTHER,D,795200,DIRECT,REQUIRES_PARTNER,2021-03-01,,
SABLE,80000,Income Tax Provision,OTHER,D,810100,SPLIT,"tax_jurisdiction = 'STATE' -> 810200; 'FOREIGN' -> 810300; else 810100",2021-03-01,,
SABLE,80100,Deferred Tax Provision,OTHER,D,820100,DIRECT,,2021-03-01,,
