entity_code,period_key,currency_code,opening_net_assets_local,closing_net_assets_local,result_local,equity_movement_local,opening_rate,closing_rate,average_rate,cta_on_opening_net_assets,cta_on_result,cta_on_equity_movements,cta_movement_usd_m,cta_cumulative_usd_m
NIG-210,202607,CAD,-20206297.71,-21147856.27,-941558.55,0.0,0.74329604,0.73497478,0.72392402,0.168142,-0.010405,0.0,0.157737,-0.347281
NIG-210,202608,CAD,-21147856.27,-22222496.23,-1074639.97,0.0,0.73497478,0.73984226,0.7148754,-0.102937,-0.02683,0.0,-0.129767,-0.477048
NIG-220,202304,EUR,10979921.01,11441353.45,461432.45,0.0,1.07468897,1.07468897,1.09635624,0.0,-0.009998,0.0,-0.009998,-0.009998
NIG-220,202305,EUR,11441353.45,11988898.74,547545.28,0.0,1.07468897,1.0655931,1.09202017,-0.104069,-0.01447,0.0,-0.118539,-0.128537
NIG-220,202306,EUR,11988898.74,12196733.27,207834.53,0.0,1.0655931,1.0719499,1.05692582,0.076211,0.003123,0.0,0.079334,-0.049204
NIG-220,202307,EUR,12196733.27,12522392.31,325659.04,0.0,1.0719499,1.06612698,1.07001112,-0.071021,-0.001265,0.0,-0.072286,-0.121489
NIG-220,202308,EUR,12522392.31,12723052.29,200659.98,0.0,1.06612698,1.05021817,1.06357041,-0.199216,-0.002679,0.0,-0.201896,-0.323385
NIG-220,202309,EUR,12723052.29,12943277.46,220225.17,0.0,1.05021817,1.07810097,1.08246587,0.354754,-0.000961,0.0,0.353793,0.030408
NIG-220,202310,EUR,12943277.46,13221752.13,278474.68,0.0,1.07810097,1.08621641,1.09709203,0.10504,-0.003029,0.0,0.102012,0.13242
NIG-220,202311,EUR,13221752.13,13408938.21,187186.08,0.0,1.08621641,1.09692324,1.11222207,0.141563,-0.002864,0.0,0.138699,0.27112
NIG-220,202312,EUR,13408938.21,13998438.97,589500.76,0.0,1.09692324,1.105,1.1055478,0.108301,-0.000323,0.0,0.107978,0.379097
NIG-220,202401,EUR,13998438.97,14279184.4,280745.43,0.0,1.105,1.10551397,1.11724271,0.007195,-0.003293,0.0,0.003902,0.382999
NIG-220,202402,EUR,14279184.4,14788214.43,509030.03,0.0,1.10551397,1.09124775,1.10242997,-0.20371,-0.005692,0.0,-0.209402,0.173597
NIG-220,202403,EUR,14788214.43,15150393.94,362179.51,0.0,1.09124775,1.10467134,1.11999913,0.198511,-0.005551,0.0,0.19296,0.366557
NIG-220,202404,EUR,15150393.94,15599631.04,449237.09,0.0,1.10467134,1.08094936,1.0927091,-0.359397,-0.005283,0.0,-0.36468,0.001877
NIG-220,202405,EUR,15599631.04,16019128.04,419497.0,0.0,1.08094936,1.07436876,1.09097822,-0.102655,-0.006968,0.0,-0.109623,-0.107746
NIG-220,202406,EUR,16019128.04,16250344.1,231216.06,0.0,1.07436876,1.04427486,1.07390402,-0.482078,-0.006851,0.0,-0.488929,-0.596675
NIG-220,202407,EUR,16250344.1,16699970.49,449626.39,0.0,1.04427486,1.04133215,1.04744555,-0.04782,-0.002749,0.0,-0.050569,-0.647244
NIG-220,202408,EUR,16699970.49,17213087.35,513116.86,0.0,1.04133215,1.04689147,1.04290044,0.09284,0.002048,0.0,0.094888,-0.552355
NIG-220,202409,EUR,17213087.35,17399679.44,186592.09,0.0,1.04689147,1.08237492,1.07814088,0.61078,0.00079,0.0,0.61157,0.059215
NIG-220,202410,EUR,17399679.44,18121857.57,722178.13,0.0,1.08237492,1.08648229,1.08293701,0.071467,0.00256,0.0,0.074027,0.133242
NIG-220,202411,EUR,18121857.57,18853159.96,731302.39,0.0,1.08648229,1.06660436,1.08657266,-0.360225,-0.014603,0.0,-0.374828,-0.241586
NIG-220,202412,EUR,18853159.96,19175686.8,322526.84,0.0,1.06660436,1.0355,1.05474029,-0.586415,-0.006206,0.0,-0.592621,-0.834207
NIG-220,202501,EUR,19175686.8,19705935.5,530248.7,0.0,1.0355,1.03087418,1.02376063,-0.088703,0.003772,0.0,-0.084931,-0.919138
NIG-220,202502,EUR,19705935.5,20164666.63,458731.13,0.0,1.03087418,1.09641314,1.07854611,1.291507,0.008196,0.0,1.299703,0.380564
NIG-220,202503,EUR,20164666.63,20530951.08,366284.45,0.0,1.09641314,1.10121282,1.0978832,0.096784,0.00122,0.0,0.098004,0.478568
NIG-220,202504,EUR,20530951.08,20844934.58,313983.5,0.0,1.10121282,1.14792037,1.12222461,0.95895,0.008068,0.0,0.967018,1.445586
NIG-220,202505,EUR,20844934.58,21194433.98,349499.4,0.0,1.14792037,1.15585936,1.16165918,0.165488,-0.002027,0.0,0.163461,1.609047
NIG-220,202506,EUR,21194433.98,21520890.19,326456.21,0.0,1.15585936,1.104486,1.11864577,-1.088829,-0.004623,0.0,-1.093452,0.515595
NIG-220,202507,EUR,21520890.19,22216441.62,695551.43,0.0,1.104486,1.10250401,1.10259293,-0.042654,-6.2e-05,0.0,-0.042716,0.472879
NIG-220,202508,EUR,22216441.62,22707556.73,491115.1,0.0,1.10250401,1.12580845,1.11396021,0.517742,0.005819,0.0,0.523561,0.99644
NIG-220,202509,EUR,22707556.73,23395993.92,688437.19,0.0,1.12580845,1.11420535,1.10652335,-0.263478,0.005289,0.0,-0.258189,0.73825
NIG-220,202510,EUR,23395993.92,23871515.27,475521.35,0.0,1.11420535,1.09259433,1.10051001,-0.505611,-0.003764,0.0,-0.509375,0.228875
NIG-220,202511,EUR,23871515.27,24475142.58,603627.31,0.0,1.09259433,1.12515371,1.09775119,0.777242,0.016541,0.0,0.793783,1.022658
NIG-220,202512,EUR,24475142.58,25186888.68,711746.1,0.0,1.12515371,1.165,1.1359428,0.975244,0.020681,0.0,0.995925,2.018582
NIG-220,202601,EUR,25186888.68,25920743.92,733855.24,0.0,1.165,1.14099926,1.16301298,-0.604504,-0.016155,0.0,-0.620659,1.397924
NIG-220,202602,EUR,25920743.92,26414363.42,493619.5,0.0,1.14099926,1.16806715,1.14978352,0.70162,0.009025,0.0,0.710645,2.108569
NIG-220,202603,EUR,26414363.42,26741883.72,327520.3,0.0,1.16806715,1.16805618,1.15996464,-0.00029,0.00265,0.0,0.00236,2.110929
NIG-220,202604,EUR,26741883.72,26980567.17,238683.45,0.0,1.16805618,1.17181276,1.1787609,0.100458,-0.001658,0.0,0.0988,2.209729
NIG-220,202605,EUR,26980567.17,27236588.18,256021.01,0.0,1.17181276,1.15278832,1.17859169,-0.51329,-0.006606,0.0,-0.519896,1.689832
NIG-220,202606,EUR,27236588.18,27631499.86,394911.68,0.0,1.15278832,1.16113852,1.15274271,0.227431,0.003316,0.0,0.230747,1.920579
NIG-220,202607,EUR,27631499.86,28090230.41,458730.55,0.0,1.16113852,1.13886097,1.14804509,-0.615562,-0.004213,0.0,-0.619775,1.300804
NIG-220,202608,EUR,28090230.41,28519841.92,429611.51,0.0,1.13886097,1.13083131,1.14128125,-0.225555,-0.004489,0.0,-0.230044,1.070759
NIG-310,202301,CAD,11581613.17,11762439.37,180826.21,0.0,0.7383,0.7275506,0.73010429,-0.124495,-0.000462,0.0,-0.124957,-0.124957
NIG-310,202302,CAD,11762439.37,11703818.21,-58621.16,0.0,0.7275506,0.72044402,0.72449683,-0.083591,0.000238,0.0,-0.083353,-0.20831
NIG-310,202303,CAD,11703818.21,11717245.93,13427.72,0.0,0.72044402,0.72902089,0.72141101,0.100382,0.000102,0.0,0.100484,-0.107826
NIG-310,202304,CAD,11717245.93,11778540.9,61294.96,0.0,0.72902089,0.74249896,0.74094561,0.157926,9.5e-05,0.0,0.158021,0.050195
NIG-310,202305,CAD,11778540.9,11885544.85,107003.96,0.0,0.74249896,0.74606135,0.7433088,0.04196,0.000295,0.0,0.042254,0.092449
NIG-310,202306,CAD,11885544.85,12063209.2,177664.35,0.0,0.74606135,0.72327883,0.73615989,-0.270783,-0.002289,0.0,-0.273071,-0.180622
NIG-310,202307,CAD,12063209.2,12108513.27,45304.06,0.0,0.72327883,0.7364065,0.73211201,0.158362,0.000195,0.0,0.158556,-0.022065
NIG-310,202308,CAD,12108513.27,12631788.57,523275.3,0.0,0.7364065,0.74263895,0.7408058,0.075466,0.000959,0.0,0.076425,0.05436
NIG-310,202309,CAD,12631788.57,13038499.83,406711.26,0.0,0.74263895,0.75559869,0.74116904,0.163705,0.005869,0.0,0.169573,0.223933
NIG-310,202310,CAD,13038499.83,13488202.58,449702.75,0.0,0.75559869,0.7651716,0.76270613,0.124816,0.001109,0.0,0.125925,0.349858
NIG-310,202311,CAD,13488202.58,14045183.2,556980.62,0.0,0.7651716,0.76253704,0.76229509,-0.035535,0.000135,0.0,-0.035401,0.314457
NIG-310,202312,CAD,14045183.2,14364030.99,318847.8,0.0,0.76253704,0.7561,0.75648551,-0.090409,-0.000123,0.0,-0.090532,0.223925
NIG-310,202401,CAD,14364030.99,14619669.84,255638.85,0.0,0.7561,0.77399887,0.75887082,0.2571,0.003867,0.0,0.260967,0.484892
NIG-310,202402,CAD,14619669.84,14484281.29,-135388.55,0.0,0.77399887,0.77394928,0.7662196,-0.000725,-0.001047,0.0,-0.001771,0.483121
NIG-310,202403,CAD,14484281.29,14314658.01,-169623.28,0.0,0.77394928,0.76178733,0.76093172,-0.176157,-0.000145,0.0,-0.176302,0.306819
NIG-310,202404,CAD,14314658.01,14238089.17,-76568.84,0.0,0.76178733,0.76024869,0.74985524,-0.022025,-0.000796,0.0,-0.022821,0.283998
NIG-310,202405,CAD,14238089.17,14358646.01,120556.84,0.0,0.76024869,0.75643063,0.75026962,-0.054362,0.000743,0.0,-0.053619,0.230378
NIG-310,202406,CAD,14358646.01,14490623.65,131977.65,0.0,0.75643063,0.73946741,0.74059117,-0.243569,-0.000148,0.0,-0.243717,-0.013339
NIG-310,202407,CAD,14490623.65,15134531.7,643908.04,0.0,0.73946741,0.70770976,0.72309655,-0.460188,-0.009908,0.0,-0.470096,-0.483435
NIG-310,202408,CAD,15134531.7,15833063.6,698531.9,0.0,0.70770976,0.72185587,0.7116579,0.214095,0.007124,0.0,0.221218,-0.262216
NIG-310,202409,CAD,15833063.6,16665436.69,832373.09,0.0,0.72185587,0.71127464,0.71053682,-0.167533,0.000614,0.0,-0.166919,-0.429135
NIG-310,202410,CAD,16665436.69,17120521.86,455085.17,0.0,0.71127464,0.70591609,0.70686449,-0.089303,-0.000432,0.0,-0.089734,-0.51887
NIG-310,202411,CAD,17120521.86,17679330.39,558808.53,0.0,0.70591609,0.69405108,0.689484,-0.203135,0.002552,0.0,-0.200583,-0.719453
NIG-310,202412,CAD,17679330.39,17560303.5,-119026.9,0.0,0.69405108,0.6959,0.69162206,0.032688,-0.000509,0.0,0.032178,-0.687274
NIG-310,202501,CAD,17560303.5,17772596.21,212292.72,0.0,0.6959,0.70174759,0.67259249,0.102685,0.006189,0.0,0.108875,-0.578399
NIG-310,202502,CAD,17772596.21,17678833.17,-93763.04,0.0,0.70174759,0.72531411,0.68209491,0.418838,-0.004052,0.0,0.414786,-0.163613
NIG-310,202503,CAD,17678833.17,17684264.52,5431.35,0.0,0.72531411,0.75173237,0.7126817,0.467044,0.000212,0.0,0.467256,0.303643
NIG-310,202504,CAD,17684264.52,17759656.49,75391.97,0.0,0.75173237,0.76975509,0.73081269,0.318719,0.002936,0.0,0.321654,0.625297
NIG-310,202505,CAD,17759656.49,17938748.47,179091.98,0.0,0.76975509,0.78175907,0.74463891,0.213187,0.006648,0.0,0.219834,0.845132
NIG-310,202506,CAD,17938748.47,18355857.77,417109.3,0.0,0.78175907,0.77377588,0.75135903,-0.143208,0.00935,0.0,-0.133858,0.711274
NIG-310,202507,CAD,18355857.77,18648149.37,292291.6,0.0,0.77377588,0.76836156,0.74123405,-0.099384,0.007929,0.0,-0.091455,0.619818
NIG-310,202508,CAD,18648149.37,19137441.41,489292.04,0.0,0.76836156,0.75842209,0.73625689,-0.185353,0.010845,0.0,-0.174507,0.445311
NIG-310,202509,CAD,19137441.41,19737096.54,599655.13,0.0,0.75842209,0.73708152,0.71927995,-0.408404,0.010675,0.0,-0.397729,0.047582
NIG-310,202510,CAD,19737096.54,20711473.2,974376.66,0.0,0.73708152,0.74603553,0.71497309,0.176726,0.030267,0.0,0.206993,0.254574
NIG-310,202511,CAD,20711473.2,21213749.43,502276.23,0.0,0.74603553,0.73411747,0.7127942,-0.246841,0.01071,0.0,-0.23613,0.018444
NIG-310,202512,CAD,21213749.43,21383674.88,169925.45,0.0,0.73411747,0.725,0.6972821,-0.193416,0.00471,0.0,-0.188706,-0.170262
NIG-310,202601,CAD,21383674.88,21554988.26,171313.37,0.0,0.725,0.7408132,0.71601893,0.338144,0.004248,0.0,0.342392,0.17213
NIG-310,202602,CAD,21554988.26,21787199.14,232210.89,0.0,0.7408132,0.76611858,0.74092412,0.545457,0.00585,0.0,0.551308,0.723438
NIG-310,202603,CAD,21787199.14,21790211.89,3012.75,0.0,0.76611858,0.7727424,0.7567784,0.144314,4.8e-05,0.0,0.144363,0.8678
NIG-310,202604,CAD,21790211.89,21937082.35,146870.46,0.0,0.7727424,0.7570122,0.74190257,-0.342764,0.002219,0.0,-0.340545,0.527255
NIG-310,202605,CAD,21937082.35,21975321.82,38239.47,0.0,0.7570122,0.75212857,0.73986641,-0.107133,0.000469,0.0,-0.106664,0.420591
NIG-310,202606,CAD,21975321.82,22090329.0,115007.18,0.0,0.75212857,0.74329604,0.73158222,-0.194098,0.001347,0.0,-0.192751,0.227841
NIG-310,202607,CAD,22090329.0,22922010.61,831681.62,0.0,0.74329604,0.73497478,0.72392402,-0.183819,0.009191,0.0,-0.174629,0.053212
NIG-310,202608,CAD,22922010.61,23775449.88,853439.26,0.0,0.73497478,0.73984226,0.7148754,0.111572,0.021308,0.0,0.13288,0.186092
NIG-320,202301,GBP,5886740.05,5801692.55,-85047.5,0.0,1.2083,1.23412025,1.22007306,0.151997,-0.001195,0.0,0.150802,0.150802
NIG-320,202302,GBP,5801692.55,5643155.96,-158536.59,0.0,1.23412025,1.21815417,1.21353243,-0.09263,-0.000733,0.0,-0.093363,0.057439
NIG-320,202303,GBP,5643155.96,5482817.23,-160338.73,0.0,1.21815417,1.23265244,1.23227359,0.081816,-6.1e-05,0.0,0.081755,0.139195
NIG-320,202304,GBP,5482817.23,5186418.68,-296398.55,0.0,1.23265244,1.25472364,1.24527972,0.121012,-0.002799,0.0,0.118213,0.257408
NIG-320,202305,GBP,5186418.68,5002445.53,-183973.15,0.0,1.25472364,1.26391301,1.25038612,0.04766,-0.002489,0.0,0.045171,0.302579
NIG-320,202306,GBP,5002445.53,4981794.76,-20650.77,0.0,1.26391301,1.26963235,1.25076629,0.028611,-0.00039,0.0,0.028221,0.3308
NIG-320,202307,GBP,4981794.76,4949894.73,-31900.03,0.0,1.26963235,1.29105554,1.27583071,0.106726,-0.000486,0.0,0.10624,0.437041
NIG-320,202308,GBP,4949894.73,4813449.05,-136445.67,0.0,1.29105554,1.27298435,1.28405929,-0.08945,0.001511,0.0,-0.087939,0.349101
NIG-320,202309,GBP,4813449.05,4715082.02,-98367.03,0.0,1.27298435,1.23823244,1.25814388,-0.167277,0.001959,0.0,-0.165318,0.183783
NIG-320,202310,GBP,4715082.02,4793766.67,78684.65,0.0,1.23823244,1.24939392,1.22994098,0.052627,0.001531,0.0,0.054158,0.237941
NIG-320,202311,GBP,4793766.67,4800456.31,6689.64,0.0,1.24939392,1.22403715,1.23163414,-0.121554,-5.1e-05,0.0,-0.121605,0.116336
NIG-320,202312,GBP,4800456.31,4728563.81,-71892.5,0.0,1.22403715,1.2745,1.23607978,0.242245,-0.002762,0.0,0.239483,0.355819
NIG-320,202401,GBP,4728563.81,4676933.2,-51630.61,0.0,1.2745,1.2499699,1.28374571,-0.115992,0.001744,0.0,-0.114248,0.24157
NIG-320,202402,GBP,4676933.2,4482155.62,-194777.58,0.0,1.2499699,1.2654441,1.29917666,0.072372,0.00657,0.0,0.078942,0.320512
NIG-320,202403,GBP,4482155.62,4271560.92,-210594.7,0.0,1.2654441,1.24483711,1.30977405,-0.092364,0.013675,0.0,-0.078688,0.241824
NIG-320,202404,GBP,4271560.92,4069679.63,-201881.3,0.0,1.24483711,1.23427452,1.28298812,-0.045119,0.009834,0.0,-0.035284,0.20654
NIG-320,202405,GBP,4069679.63,3982103.59,-87576.04,0.0,1.23427452,1.22069747,1.25528678,-0.055254,0.003029,0.0,-0.052225,0.154315
NIG-320,202406,GBP,3982103.59,3882532.03,-99571.56,0.0,1.22069747,1.20795388,1.25655381,-0.050746,0.004839,0.0,-0.045907,0.108407
NIG-320,202407,GBP,3882532.03,4007243.07,124711.04,0.0,1.20795388,1.24802136,1.25783778,0.155563,-0.001224,0.0,0.154339,0.262747
NIG-320,202408,GBP,4007243.07,4146044.58,138801.51,0.0,1.24802136,1.27465604,1.28289688,0.106732,-0.001144,0.0,0.105588,0.368334
NIG-320,202409,GBP,4146044.58,4437238.33,291193.75,0.0,1.27465604,1.24070402,1.28237871,-0.140767,-0.012135,0.0,-0.152902,0.215432
NIG-320,202410,GBP,4437238.33,4630916.99,193678.66,0.0,1.24070402,1.23247503,1.2684066,-0.036514,-0.006959,0.0,-0.043473,0.171959
NIG-320,202411,GBP,4630916.99,4579864.73,-51052.26,0.0,1.23247503,1.25731159,1.27914679,0.115016,0.001115,0.0,0.116131,0.28809
NIG-320,202412,GBP,4579864.73,4609706.05,29841.32,0.0,1.25731159,1.252,1.2838081,-0.024326,-0.000949,0.0,-0.025276,0.262814
NIG-320,202501,GBP,4609706.05,4504473.64,-105232.41,0.0,1.252,1.22155052,1.26327479,-0.140363,0.004391,0.0,-0.135972,0.126842
NIG-320,202502,GBP,4504473.64,4496670.43,-7803.21,0.0,1.22155052,1.19827061,1.2385939,-0.104864,0.000315,0.0,-0.104549,0.022293
NIG-320,202503,GBP,4496670.43,4465350.12,-31320.31,0.0,1.19827061,1.19283033,1.20723634,-0.024463,0.000451,0.0,-0.024012,-0.001719
NIG-320,202504,GBP,4465350.12,4457280.56,-8069.56,0.0,1.19283033,1.23890246,1.22895776,0.205728,-8e-05,0.0,0.205648,0.203929
NIG-320,202505,GBP,4457280.56,4288993.86,-168286.7,0.0,1.23890246,1.25886543,1.2825364,0.088981,0.003984,0.0,0.092964,0.296893
NIG-320,202506,GBP,4288993.86,4182835.83,-106158.02,0.0,1.25886543,1.25916032,1.28480409,0.001265,0.002722,0.0,0.003987,0.30088
NIG-320,202507,GBP,4182835.83,4285785.61,102949.78,0.0,1.25916032,1.29368832,1.30794057,0.144425,-0.001467,0.0,0.142958,0.443838
NIG-320,202508,GBP,4285785.61,4496333.38,210547.77,0.0,1.29368832,1.28744972,1.33927693,-0.026737,-0.010912,0.0,-0.037649,0.406188
NIG-320,202509,GBP,4496333.38,4521193.57,24860.19,0.0,1.28744972,1.30916045,1.3381897,0.097619,-0.000722,0.0,0.096897,0.503085
NIG-320,202510,GBP,4521193.57,4521877.82,684.25,0.0,1.30916045,1.31569016,1.34634872,0.029522,-2.1e-05,0.0,0.029501,0.532586
NIG-320,202511,GBP,4521877.82,4761041.16,239163.34,0.0,1.31569016,1.30874049,1.34856988,-0.031426,-0.009526,0.0,-0.040951,0.491635
NIG-320,202512,GBP,4761041.16,4704054.97,-56986.19,0.0,1.30874049,1.34,1.35427091,0.148828,0.000813,0.0,0.149641,0.641276
NIG-320,202601,GBP,4704054.97,4772910.58,68855.61,0.0,1.34,1.34289845,1.33550152,0.013634,0.000509,0.0,0.014144,0.65542
NIG-320,202602,GBP,4772910.58,4606376.76,-166533.82,0.0,1.34289845,1.37913965,1.32901612,0.172976,-0.008347,0.0,0.164629,0.820049
NIG-320,202603,GBP,4606376.76,4488579.8,-117796.96,0.0,1.37913965,1.36669414,1.34300072,-0.057329,-0.002791,0.0,-0.06012,0.759929
NIG-320,202604,GBP,4488579.8,4520281.56,31701.76,0.0,1.36669414,1.34605729,1.3411197,-0.09263,0.000157,0.0,-0.092474,0.667455
NIG-320,202605,GBP,4520281.56,4399100.32,-121181.24,0.0,1.34605729,1.35971095,1.32418819,0.061718,-0.004305,0.0,0.057414,0.724869
NIG-320,202606,GBP,4399100.32,4279318.02,-119782.3,0.0,1.35971095,1.38866688,1.35172217,0.12738,-0.004425,0.0,0.122955,0.847824
NIG-320,202607,GBP,4279318.02,4449183.29,169865.28,0.0,1.38866688,1.40052117,1.38092848,0.050728,0.003328,0.0,0.054056,0.90188
NIG-320,202608,GBP,4449183.29,4493961.08,44777.79,0.0,1.40052117,1.37441997,1.36150362,-0.116129,0.000578,0.0,-0.115551,0.78633
NIG-410,202407,EUR,10467361.45,10520061.44,52699.99,0.0,1.04133215,1.04133215,1.04744555,0.0,-0.000322,0.0,-0.000322,-0.000322
NIG-410,202408,EUR,10520061.44,10228496.02,-291565.42,0.0,1.04133215,1.04689147,1.04290044,0.058484,-0.001164,0.0,0.057321,0.056999
