parent_entity,subsidiary_entity,period_key,opening_cost_usd,additions_usd,disposals_usd,closing_cost_usd,ownership_pct,nci_pct,carrying_currency,event_type,investment_id,first_consolidated_period
NIG-100,NIG-200,202403,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202404,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202405,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202406,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202407,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202408,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202409,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202410,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202411,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202412,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202501,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202502,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202503,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202504,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202505,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202506,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202507,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202508,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202509,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202510,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202511,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202512,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202601,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202602,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202603,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202604,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202605,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202606,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202607,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-200,202608,118000000.0,0.0,0.0,118000000.0,1.0,0.0,USD,NONE,,201901
NIG-100,NIG-220,202304,0.0,52000000.0,0.0,52000000.0,1.0,0.0,USD,ACQUISITION,INV-010,202304
NIG-100,NIG-220,202305,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202306,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202307,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202308,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202309,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202310,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202311,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202312,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202401,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202402,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202403,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202404,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202405,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202406,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202407,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202408,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202409,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202410,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202411,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202412,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202501,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202502,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202503,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202504,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202505,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202506,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202507,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202508,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202509,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202510,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202511,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202512,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202601,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202602,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202603,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202604,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202605,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202606,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202607,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-220,202608,52000000.0,0.0,0.0,52000000.0,1.0,0.0,USD,NONE,,202304
NIG-100,NIG-300,202301,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202302,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202303,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202304,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202305,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202306,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202307,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202308,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202309,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202310,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202311,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202312,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202401,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202402,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202403,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202404,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202405,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202406,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202407,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202408,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202409,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202410,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202411,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202412,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202501,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202502,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202503,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202504,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202505,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202506,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202507,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202508,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202509,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202510,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202511,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202512,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202601,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202602,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202603,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202604,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202605,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202606,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202607,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-300,202608,86000000.0,0.0,0.0,86000000.0,1.0,0.0,USD,NONE,,202103
NIG-100,NIG-320,202301,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202302,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202303,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202304,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202305,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202306,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202307,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202308,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202309,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202310,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202311,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202312,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202401,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202402,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202403,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202404,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202405,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202406,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202407,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202408,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202409,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202410,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202411,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202412,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202501,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202502,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202503,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202504,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202505,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202506,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202507,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202508,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202509,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202510,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202511,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202512,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202601,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202602,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202603,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202604,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202605,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202606,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202607,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-320,202608,22300000.0,0.0,0.0,22300000.0,1.0,0.0,USD,NONE,,202202
NIG-100,NIG-400,202301,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202302,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202303,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202304,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202305,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202306,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202307,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202308,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202309,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202310,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202311,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202312,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202401,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202402,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202403,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202404,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202405,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202406,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202407,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202408,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202409,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202410,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202411,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202412,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202501,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202502,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202503,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202504,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202505,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202506,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202507,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202508,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202509,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202510,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202511,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202512,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202601,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202602,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
